Transaction_ID,Customer_ID,Card_Category,Quarter,Expense_Type,Use_Method,Transaction_Amount,Interest_Earned,Annual_Fee
2463,757,Blue,Q4,Food,Chip,502.12,7.53,50
2464,782,Blue,Q3,Grocery,Swipe,499.83,7.5,50
2465,79,Blue,Q2,Entertainment,Swipe,338.54,5.08,50
2466,433,Silver,Q4,Entertainment,Chip,25.4,0.38,75
2467,801,Blue,Q2,Fuel,Swipe,743.55,11.15,50
2468,153,Blue,Q4,Entertainment,Swipe,481.55,7.22,50
2469,789,Blue,Q4,Travel,Swipe,227.35,3.41,50
2470,401,Gold,Q4,Grocery,Chip,294.08,4.41,120
2471,279,Silver,Q1,Fuel,Swipe,478.66,7.18,75
2472,57,Blue,Q3,Grocery,Swipe,612.32,9.18,50
2473,977,Blue,Q2,Grocery,Chip,203.5,3.05,50
2474,186,Blue,Q2,Fuel,Chip,145.4,2.18,50
2475,398,Silver,Q4,Food,Chip,216.59,3.25,75
2476,605,Silver,Q2,Entertainment,Swipe,394.67,5.92,75
2477,788,Gold,Q2,Bills,Swipe,186.72,2.8,120
2478,158,Blue,Q2,Bills,Swipe,59.33,0.89,50
2479,787,Platinum,Q2,Bills,Chip,301.51,4.52,200
2480,693,Platinum,Q1,Entertainment,Chip,396.82,5.95,200
2481,359,Gold,Q4,Food,Online,327.22,4.91,120
2482,440,Blue,Q2,Grocery,Swipe,332.84,4.99,50
2483,589,Blue,Q1,Fuel,Swipe,445.08,6.68,50
2484,466,Blue,Q1,Food,Swipe,522.0,7.83,50
2485,663,Blue,Q4,Bills,Swipe,396.04,5.94,50
2486,446,Blue,Q3,Travel,Swipe,333.86,5.01,50
2487,750,Silver,Q3,Entertainment,Online,356.39,5.35,75
2488,801,Silver,Q3,Entertainment,Swipe,81.05,1.22,75
2489,743,Gold,Q2,Fuel,Swipe,119.05,1.79,120
2490,488,Blue,Q4,Travel,Chip,1105.27,16.58,50
2491,530,Blue,Q3,Grocery,Swipe,534.92,8.02,50
2492,73,Silver,Q2,Food,Chip,232.14,3.48,75
2493,929,Blue,Q4,Travel,Chip,360.47,5.41,50
2494,928,Blue,Q2,Food,Swipe,163.23,2.45,50
2495,701,Platinum,Q3,Food,Chip,380.73,5.71,200
2496,950,Silver,Q3,Grocery,Swipe,491.49,7.37,75
2497,17,Blue,Q1,Grocery,Swipe,600.51,9.01,50
2498,531,Gold,Q1,Grocery,Swipe,318.86,4.78,120
2499,731,Silver,Q4,Fuel,Swipe,79.14,1.19,75
2500,326,Silver,Q2,Entertainment,Swipe,529.22,7.94,75
2501,995,Gold,Q2,Bills,Swipe,355.52,5.33,120
2502,632,Blue,Q3,Grocery,Swipe,128.71,1.93,50
2503,613,Silver,Q3,Entertainment,Swipe,121.45,1.82,75
2504,546,Blue,Q4,Grocery,Chip,573.21,8.6,50
2505,596,Blue,Q1,Bills,Online,158.52,2.38,50
2506,921,Gold,Q3,Travel,Chip,379.96,5.7,120
2507,708,Blue,Q2,Grocery,Swipe,592.78,8.89,50
2508,842,Silver,Q3,Entertainment,Chip,291.37,4.37,75
2509,202,Gold,Q1,Fuel,Chip,375.12,5.63,120
2510,344,Gold,Q2,Travel,Swipe,180.38,2.71,120
2511,853,Gold,Q1,Travel,Swipe,388.95,5.83,120
2512,523,Blue,Q4,Travel,Chip,262.23,3.93,50
2513,859,Blue,Q4,Bills,Chip,90.1,1.35,50
2514,400,Blue,Q1,Entertainment,Online,39.47,0.59,50
2515,218,Blue,Q2,Food,Swipe,437.89,6.57,50
2516,445,Blue,Q1,Food,Chip,522.15,7.83,50
2517,765,Blue,Q3,Food,Swipe,219.71,3.3,50
2518,222,Silver,Q3,Fuel,Swipe,110.83,1.66,75
2519,383,Platinum,Q1,Grocery,Chip,226.74,3.4,200
2520,881,Silver,Q3,Grocery,Swipe,563.19,8.45,75
2521,592,Silver,Q1,Grocery,Swipe,252.28,3.78,75
2522,7,Blue,Q3,Fuel,Swipe,311.7,4.68,50
2523,272,Blue,Q1,Food,Chip,236.4,3.55,50
2524,739,Blue,Q3,Travel,Swipe,165.48,2.48,50
2525,16,Silver,Q2,Grocery,Swipe,280.04,4.2,75
2526,424,Blue,Q2,Travel,Swipe,370.42,5.56,50
2527,524,Silver,Q3,Travel,Swipe,317.5,4.76,75
2528,803,Blue,Q1,Fuel,Online,811.95,12.18,50
2529,753,Blue,Q3,Fuel,Swipe,394.03,5.91,50
2530,21,Blue,Q4,Entertainment,Swipe,529.68,7.95,50
2531,690,Blue,Q4,Grocery,Swipe,169.9,2.55,50
2532,939,Blue,Q1,Food,Swipe,225.72,3.39,50
2533,228,Silver,Q3,Bills,Swipe,130.76,1.96,75
2534,785,Silver,Q3,Fuel,Swipe,248.61,3.73,75
2535,288,Blue,Q2,Travel,Online,140.62,2.11,50
2536,809,Gold,Q1,Entertainment,Swipe,728.15,10.92,120
2537,134,Blue,Q4,Bills,Swipe,190.65,2.86,50
2538,984,Platinum,Q4,Fuel,Swipe,359.18,5.39,200
2539,283,Blue,Q1,Entertainment,Swipe,28.12,0.42,50
2540,404,Silver,Q4,Travel,Swipe,846.62,12.7,75
2541,665,Blue,Q1,Grocery,Swipe,185.85,2.79,50
2542,66,Blue,Q4,Entertainment,Online,345.43,5.18,50
2543,649,Blue,Q4,Fuel,Swipe,255.78,3.84,50
2544,604,Blue,Q1,Grocery,Chip,150.13,2.25,50
2545,437,Blue,Q1,Travel,Swipe,276.45,4.15,50
2546,829,Blue,Q4,Food,Swipe,139.37,2.09,50
2547,934,Platinum,Q4,Entertainment,Swipe,607.03,9.11,200
2548,259,Gold,Q2,Bills,Swipe,159.34,2.39,120
2549,980,Silver,Q3,Travel,Swipe,117.02,1.76,75
2550,966,Silver,Q1,Grocery,Swipe,325.07,4.88,75
2551,103,Platinum,Q1,Travel,Chip,711.08,10.67,200
2552,993,Blue,Q3,Grocery,Swipe,117.6,1.76,50
2553,567,Blue,Q2,Travel,Swipe,176.67,2.65,50
2554,769,Gold,Q4,Food,Chip,208.63,3.13,120
2555,101,Silver,Q4,Entertainment,Swipe,752.51,11.29,75
2556,198,Blue,Q2,Bills,Chip,362.48,5.44,50
2557,813,Blue,Q2,Food,Swipe,31.92,0.48,50
2558,226,Blue,Q3,Entertainment,Swipe,295.89,4.44,50
2559,943,Gold,Q3,Bills,Swipe,331.94,4.98,120
2560,463,Blue,Q4,Travel,Swipe,104.87,1.57,50
2561,237,Platinum,Q2,Bills,Swipe,140.29,2.1,200
2562,26,Gold,Q2,Fuel,Chip,280.96,4.21,120
2563,121,Silver,Q4,Bills,Chip,286.92,4.3,75
2564,910,Blue,Q4,Entertainment,Chip,158.25,2.37,50
2565,506,Blue,Q4,Food,Chip,122.31,1.83,50
2566,182,Blue,Q4,Food,Chip,91.64,1.37,50
2567,711,Blue,Q4,Fuel,Swipe,342.76,5.14,50
2568,814,Silver,Q3,Entertainment,Chip,344.47,5.17,75
2569,767,Blue,Q4,Bills,Swipe,26.53,0.4,50
2570,634,Blue,Q2,Fuel,Chip,393.16,5.9,50
2571,543,Blue,Q1,Travel,Chip,226.77,3.4,50
2572,984,Gold,Q3,Grocery,Swipe,157.85,2.37,120
2573,315,Blue,Q2,Travel,Swipe,366.79,5.5,50
2574,991,Gold,Q1,Entertainment,Chip,104.15,1.56,120
2575,797,Blue,Q3,Fuel,Swipe,26.45,0.4,50
2576,618,Blue,Q4,Food,Swipe,272.45,4.09,50
2577,736,Blue,Q3,Fuel,Swipe,407.17,6.11,50
2578,273,Blue,Q4,Grocery,Swipe,478.2,7.17,50
2579,910,Silver,Q4,Entertainment,Swipe,367.68,5.52,75
2580,232,Blue,Q4,Fuel,Swipe,193.08,2.9,50
2581,420,Blue,Q1,Travel,Swipe,57.19,0.86,50
2582,768,Silver,Q3,Bills,Chip,1099.55,16.49,75
2583,442,Silver,Q4,Travel,Swipe,53.37,0.8,75
2584,496,Silver,Q2,Entertainment,Swipe,159.57,2.39,75
2585,24,Blue,Q3,Fuel,Swipe,506.06,7.59,50
2586,109,Blue,Q2,Travel,Swipe,134.67,2.02,50
2587,703,Platinum,Q1,Fuel,Online,123.26,1.85,200
2588,502,Gold,Q1,Travel,Chip,43.76,0.66,120
2589,859,Platinum,Q3,Entertainment,Swipe,431.95,6.48,200
2590,25,Blue,Q1,Food,Swipe,736.26,11.04,50
2591,187,Silver,Q1,Travel,Chip,102.7,1.54,75
2592,288,Silver,Q3,Bills,Swipe,55.48,0.83,75
2593,628,Blue,Q2,Travel,Swipe,240.43,3.61,50
2594,338,Gold,Q4,Entertainment,Swipe,146.98,2.2,120
2595,878,Silver,Q3,Travel,Online,232.51,3.49,75
2596,914,Blue,Q3,Bills,Swipe,85.5,1.28,50
2597,37,Blue,Q4,Bills,Swipe,128.08,1.92,50
2598,794,Gold,Q2,Entertainment,Swipe,753.77,11.31,120
2599,137,Blue,Q4,Fuel,Swipe,51.66,0.77,50
2600,508,Blue,Q4,Travel,Swipe,189.78,2.85,50
2601,227,Blue,Q2,Food,Swipe,167.11,2.51,50
2602,320,Blue,Q2,Bills,Chip,413.98,6.21,50
2603,840,Gold,Q4,Bills,Swipe,230.15,3.45,120
2604,916,Blue,Q4,Travel,Swipe,98.62,1.48,50
2605,182,Blue,Q3,Fuel,Swipe,254.75,3.82,50
2606,874,Gold,Q2,Travel,Chip,147.25,2.21,120
2607,86,Blue,Q1,Entertainment,Swipe,593.61,8.9,50
2608,467,Blue,Q2,Food,Swipe,257.05,3.86,50
2609,926,Silver,Q4,Travel,Chip,119.96,1.8,75
2610,53,Blue,Q4,Bills,Swipe,67.69,1.02,50
2611,860,Blue,Q4,Bills,Chip,326.07,4.89,50
2612,867,Silver,Q4,Entertainment,Swipe,197.5,2.96,75
2613,235,Gold,Q1,Fuel,Swipe,404.55,6.07,120
2614,959,Silver,Q2,Travel,Swipe,36.49,0.55,75
2615,779,Platinum,Q1,Grocery,Swipe,209.43,3.14,200
2616,799,Silver,Q1,Fuel,Chip,71.34,1.07,75
2617,433,Silver,Q4,Bills,Swipe,188.72,2.83,75
2618,496,Gold,Q1,Travel,Swipe,54.65,0.82,120
2619,999,Blue,Q4,Bills,Chip,170.05,2.55,50
2620,100,Blue,Q4,Food,Chip,426.19,6.39,50
2621,990,Silver,Q4,Fuel,Swipe,512.83,7.69,75
2622,599,Blue,Q1,Grocery,Swipe,179.28,2.69,50
2623,403,Blue,Q4,Food,Swipe,613.76,9.21,50
2624,396,Blue,Q1,Grocery,Chip,119.63,1.79,50
2625,527,Blue,Q2,Food,Chip,64.92,0.97,50
2626,415,Blue,Q4,Fuel,Swipe,680.01,10.2,50
2627,939,Gold,Q3,Bills,Swipe,432.15,6.48,120
2628,613,Gold,Q3,Grocery,Swipe,175.86,2.64,120
2629,677,Silver,Q3,Fuel,Swipe,172.4,2.59,75
2630,463,Gold,Q3,Grocery,Chip,436.49,6.55,120
2631,541,Blue,Q3,Fuel,Swipe,157.37,2.36,50
2632,626,Blue,Q1,Food,Swipe,132.92,1.99,50
2633,619,Blue,Q2,Fuel,Swipe,323.69,4.86,50
2634,922,Silver,Q1,Food,Swipe,133.56,2.0,75
2635,364,Blue,Q4,Bills,Swipe,766.12,11.49,50
2636,130,Blue,Q2,Food,Chip,246.02,3.69,50
2637,84,Silver,Q2,Entertainment,Chip,164.94,2.47,75
2638,271,Blue,Q2,Bills,Swipe,61.34,0.92,50
2639,244,Platinum,Q2,Travel,Chip,276.24,4.14,200
2640,388,Silver,Q3,Travel,Chip,229.65,3.44,75
2641,214,Blue,Q4,Fuel,Swipe,292.86,4.39,50
2642,818,Blue,Q2,Fuel,Swipe,547.54,8.21,50
2643,166,Silver,Q2,Entertainment,Swipe,304.49,4.57,75
2644,791,Blue,Q3,Fuel,Swipe,175.08,2.63,50
2645,59,Blue,Q1,Bills,Chip,13.07,0.2,50
2646,602,Blue,Q1,Bills,Swipe,700.67,10.51,50
2647,883,Gold,Q1,Food,Chip,422.68,6.34,120
2648,843,Blue,Q4,Grocery,Chip,359.94,5.4,50
2649,924,Gold,Q1,Fuel,Swipe,215.81,3.24,120
2650,504,Gold,Q2,Entertainment,Chip,227.94,3.42,120
2651,706,Blue,Q3,Travel,Swipe,119.29,1.79,50
2652,123,Silver,Q3,Bills,Swipe,246.11,3.69,75
2653,648,Blue,Q1,Bills,Swipe,232.92,3.49,50
2654,413,Blue,Q3,Bills,Swipe,316.07,4.74,50
2655,139,Silver,Q2,Grocery,Swipe,307.41,4.61,75
2656,229,Silver,Q1,Grocery,Chip,129.34,1.94,75
2657,274,Blue,Q2,Fuel,Chip,161.82,2.43,50
2658,439,Gold,Q4,Travel,Swipe,268.19,4.02,120
2659,562,Silver,Q2,Entertainment,Swipe,545.42,8.18,75
2660,910,Gold,Q2,Grocery,Swipe,29.99,0.45,120
2661,118,Blue,Q2,Food,Chip,361.4,5.42,50
2662,714,Gold,Q2,Grocery,Swipe,321.39,4.82,120
2663,995,Blue,Q4,Bills,Chip,435.76,6.54,50
2664,905,Blue,Q1,Entertainment,Chip,250.28,3.75,50
2665,483,Silver,Q2,Fuel,Swipe,136.26,2.04,75
2666,395,Silver,Q1,Grocery,Chip,188.43,2.83,75
2667,703,Blue,Q3,Bills,Chip,268.01,4.02,50
2668,876,Blue,Q2,Food,Swipe,46.61,0.7,50
2669,460,Blue,Q2,Food,Swipe,310.15,4.65,50
2670,835,Silver,Q3,Fuel,Chip,282.52,4.24,75
2671,693,Blue,Q1,Fuel,Online,346.97,5.2,50
2672,935,Blue,Q4,Grocery,Chip,180.37,2.71,50
2673,78,Blue,Q2,Fuel,Swipe,706.06,10.59,50
2674,952,Platinum,Q3,Travel,Chip,323.08,4.85,200
2675,412,Silver,Q3,Travel,Swipe,383.57,5.75,75
2676,75,Silver,Q2,Bills,Online,220.84,3.31,75
2677,295,Gold,Q1,Bills,Swipe,195.14,2.93,120
2678,793,Blue,Q1,Bills,Chip,538.05,8.07,50
2679,21,Blue,Q2,Travel,Swipe,436.11,6.54,50
2680,906,Blue,Q3,Grocery,Chip,156.13,2.34,50
2681,171,Silver,Q2,Grocery,Swipe,101.01,1.52,75
2682,15,Blue,Q4,Fuel,Chip,373.59,5.6,50
2683,211,Blue,Q4,Grocery,Online,262.22,3.93,50
2684,560,Blue,Q1,Bills,Chip,585.63,8.78,50
2685,86,Blue,Q4,Entertainment,Chip,50.5,0.76,50
2686,149,Blue,Q3,Bills,Swipe,22.24,0.33,50
2687,700,Platinum,Q4,Travel,Swipe,187.5,2.81,200
2688,372,Silver,Q2,Entertainment,Chip,526.78,7.9,75
2689,480,Gold,Q3,Fuel,Swipe,278.01,4.17,120
2690,818,Platinum,Q1,Food,Chip,146.57,2.2,200
2691,151,Blue,Q1,Grocery,Chip,312.53,4.69,50
2692,141,Blue,Q4,Grocery,Swipe,383.37,5.75,50
2693,69,Silver,Q1,Travel,Swipe,320.24,4.8,75
2694,260,Gold,Q2,Bills,Swipe,723.85,10.86,120
2695,988,Blue,Q3,Bills,Swipe,496.83,7.45,50
2696,846,Platinum,Q2,Entertainment,Chip,554.58,8.32,200
2697,968,Blue,Q2,Grocery,Chip,74.15,1.11,50
2698,521,Blue,Q2,Travel,Swipe,88.52,1.33,50
2699,633,Silver,Q2,Fuel,Swipe,411.32,6.17,75
2700,371,Blue,Q3,Bills,Chip,379.36,5.69,50
2701,419,Blue,Q3,Grocery,Swipe,71.83,1.08,50
2702,101,Blue,Q2,Food,Swipe,229.27,3.44,50
2703,661,Blue,Q2,Travel,Swipe,249.08,3.74,50
2704,954,Silver,Q1,Entertainment,Chip,255.87,3.84,75
2705,658,Gold,Q1,Bills,Swipe,920.88,13.81,120
2706,865,Gold,Q3,Bills,Swipe,689.58,10.34,120
2707,968,Silver,Q1,Fuel,Online,101.55,1.52,75
2708,243,Blue,Q3,Bills,Swipe,464.2,6.96,50
2709,753,Blue,Q3,Travel,Chip,95.0,1.42,50
2710,512,Blue,Q4,Grocery,Swipe,342.12,5.13,50
2711,849,Blue,Q3,Grocery,Swipe,367.0,5.5,50
2712,555,Blue,Q1,Grocery,Swipe,112.23,1.68,50
2713,95,Gold,Q4,Food,Swipe,123.13,1.85,120
2714,226,Gold,Q1,Food,Swipe,342.88,5.14,120
2715,518,Blue,Q3,Bills,Swipe,506.93,7.6,50
2716,214,Silver,Q3,Food,Swipe,409.51,6.14,75
2717,718,Blue,Q2,Food,Swipe,252.66,3.79,50
2718,67,Silver,Q3,Fuel,Chip,208.95,3.13,75
2719,396,Silver,Q4,Food,Chip,128.99,1.93,75
2720,612,Blue,Q3,Entertainment,Chip,234.66,3.52,50
2721,12,Blue,Q2,Entertainment,Swipe,45.35,0.68,50
2722,237,Gold,Q3,Entertainment,Online,32.86,0.49,120
2723,834,Silver,Q3,Bills,Swipe,172.35,2.59,75
2724,770,Gold,Q3,Grocery,Swipe,244.9,3.67,120
2725,399,Gold,Q2,Fuel,Swipe,544.63,8.17,120
2726,407,Platinum,Q1,Bills,Chip,368.68,5.53,200
2727,925,Blue,Q3,Grocery,Chip,101.8,1.53,50
2728,849,Blue,Q4,Fuel,Swipe,427.51,6.41,50
2729,480,Blue,Q2,Fuel,Swipe,98.98,1.48,50
2730,647,Blue,Q4,Fuel,Chip,175.27,2.63,50
2731,222,Blue,Q3,Entertainment,Swipe,129.53,1.94,50
2732,156,Silver,Q2,Entertainment,Swipe,186.39,2.8,75
2733,654,Blue,Q3,Entertainment,Swipe,851.17,12.77,50
2734,428,Blue,Q4,Fuel,Swipe,276.2,4.14,50
2735,158,Gold,Q2,Travel,Swipe,1032.56,15.49,120
2736,977,Blue,Q1,Fuel,Chip,70.01,1.05,50
2737,416,Blue,Q1,Entertainment,Swipe,76.94,1.15,50
2738,326,Silver,Q1,Fuel,Swipe,448.91,6.73,75
2739,371,Silver,Q3,Entertainment,Swipe,244.41,3.67,75
2740,344,Blue,Q2,Entertainment,Online,111.75,1.68,50
2741,262,Blue,Q4,Entertainment,Swipe,252.08,3.78,50
2742,283,Silver,Q4,Travel,Swipe,47.28,0.71,75
2743,850,Blue,Q3,Grocery,Swipe,216.32,3.24,50
2744,856,Blue,Q3,Fuel,Chip,42.3,0.63,50
2745,229,Silver,Q4,Bills,Swipe,242.65,3.64,75
2746,888,Blue,Q2,Entertainment,Swipe,104.92,1.57,50
2747,280,Blue,Q3,Travel,Swipe,119.57,1.79,50
2748,870,Blue,Q2,Bills,Swipe,627.5,9.41,50
2749,290,Platinum,Q4,Grocery,Swipe,203.02,3.05,200
2750,680,Platinum,Q2,Fuel,Chip,89.63,1.34,200
2751,47,Blue,Q1,Travel,Online,571.2,8.57,50
2752,975,Blue,Q4,Entertainment,Chip,97.7,1.47,50
2753,715,Blue,Q1,Entertainment,Chip,157.06,2.36,50
2754,214,Blue,Q4,Entertainment,Swipe,128.77,1.93,50
2755,758,Blue,Q1,Travel,Chip,242.32,3.63,50
2756,24,Silver,Q2,Bills,Chip,659.89,9.9,75
2757,321,Blue,Q4,Grocery,Chip,529.45,7.94,50
2758,274,Blue,Q4,Fuel,Swipe,81.83,1.23,50
2759,556,Blue,Q1,Grocery,Swipe,271.94,4.08,50
2760,844,Blue,Q2,Entertainment,Online,189.84,2.85,50
2761,313,Blue,Q4,Grocery,Online,157.08,2.36,50
2762,363,Blue,Q3,Bills,Swipe,676.6,10.15,50
2763,668,Silver,Q1,Food,Online,601.85,9.03,75
2764,1000,Silver,Q4,Food,Chip,239.29,3.59,75
2765,380,Blue,Q2,Fuel,Swipe,200.9,3.01,50
2766,711,Blue,Q2,Fuel,Swipe,344.04,5.16,50
2767,919,Blue,Q2,Grocery,Swipe,244.76,3.67,50
2768,981,Blue,Q2,Fuel,Swipe,620.43,9.31,50
2769,674,Silver,Q1,Travel,Online,290.52,4.36,75
2770,907,Blue,Q4,Bills,Swipe,1138.08,17.07,50
2771,470,Silver,Q1,Entertainment,Chip,241.74,3.63,75
2772,746,Silver,Q1,Entertainment,Chip,208.89,3.13,75
2773,675,Gold,Q2,Grocery,Swipe,104.81,1.57,120
2774,116,Platinum,Q3,Entertainment,Swipe,194.7,2.92,200
2775,605,Blue,Q2,Grocery,Chip,94.5,1.42,50
2776,42,Platinum,Q3,Fuel,Swipe,95.55,1.43,200
2777,796,Silver,Q1,Fuel,Chip,253.52,3.8,75
2778,379,Silver,Q2,Travel,Swipe,413.64,6.2,75
2779,722,Blue,Q2,Travel,Swipe,233.37,3.5,50
2780,206,Gold,Q1,Bills,Swipe,411.99,6.18,120
2781,466,Blue,Q2,Entertainment,Swipe,401.99,6.03,50
2782,732,Gold,Q4,Travel,Swipe,250.98,3.76,120
2783,280,Blue,Q3,Bills,Online,152.06,2.28,50
2784,648,Silver,Q3,Food,Swipe,470.14,7.05,75
2785,618,Blue,Q3,Travel,Chip,245.2,3.68,50
2786,118,Blue,Q2,Bills,Online,266.99,4.0,50
2787,237,Blue,Q4,Grocery,Chip,614.23,9.21,50
2788,309,Blue,Q2,Grocery,Swipe,57.61,0.86,50
2789,456,Blue,Q3,Bills,Chip,625.32,9.38,50
2790,900,Blue,Q2,Fuel,Swipe,607.64,9.11,50
2791,475,Silver,Q3,Food,Swipe,210.8,3.16,75
2792,100,Gold,Q1,Bills,Chip,246.35,3.7,120
2793,261,Silver,Q3,Travel,Swipe,304.01,4.56,75
2794,993,Blue,Q1,Fuel,Online,28.93,0.43,50
2795,305,Blue,Q1,Bills,Chip,497.21,7.46,50
2796,354,Blue,Q1,Entertainment,Swipe,126.66,1.9,50
2797,286,Gold,Q3,Travel,Swipe,180.81,2.71,120
2798,328,Gold,Q4,Travel,Chip,766.24,11.49,120
2799,103,Blue,Q3,Grocery,Swipe,265.18,3.98,50
2800,63,Blue,Q2,Entertainment,Chip,432.57,6.49,50
2801,687,Gold,Q2,Entertainment,Swipe,582.35,8.74,120
2802,282,Gold,Q4,Travel,Swipe,113.69,1.71,120
2803,441,Gold,Q4,Food,Swipe,96.23,1.44,120
2804,293,Gold,Q4,Fuel,Swipe,673.95,10.11,120
2805,738,Blue,Q1,Grocery,Swipe,291.66,4.37,50
2806,7,Blue,Q4,Entertainment,Swipe,406.21,6.09,50
2807,639,Blue,Q4,Grocery,Swipe,433.09,6.5,50
2808,936,Blue,Q4,Travel,Chip,294.76,4.42,50
2809,92,Blue,Q3,Fuel,Swipe,188.06,2.82,50
2810,935,Blue,Q2,Bills,Swipe,551.99,8.28,50
2811,190,Blue,Q2,Entertainment,Swipe,158.91,2.38,50
2812,871,Blue,Q4,Fuel,Chip,435.63,6.53,50
2813,476,Blue,Q2,Grocery,Swipe,675.63,10.13,50
2814,511,Blue,Q3,Travel,Swipe,154.21,2.31,50
2815,462,Blue,Q2,Fuel,Swipe,1160.82,17.41,50
2816,53,Gold,Q1,Bills,Swipe,102.33,1.53,120
2817,754,Gold,Q3,Fuel,Swipe,215.15,3.23,120
2818,486,Blue,Q2,Travel,Swipe,210.87,3.16,50
2819,644,Blue,Q2,Grocery,Swipe,344.71,5.17,50
2820,490,Blue,Q3,Entertainment,Chip,121.09,1.82,50
2821,978,Silver,Q2,Entertainment,Swipe,365.03,5.48,75
2822,364,Blue,Q2,Food,Chip,569.22,8.54,50
2823,112,Blue,Q4,Grocery,Chip,223.44,3.35,50
2824,409,Gold,Q1,Food,Swipe,144.51,2.17,120
2825,7,Blue,Q3,Food,Chip,56.86,0.85,50
2826,742,Blue,Q4,Travel,Swipe,302.49,4.54,50
2827,668,Blue,Q2,Travel,Chip,468.2,7.02,50
2828,197,Blue,Q3,Travel,Swipe,69.07,1.04,50
2829,835,Blue,Q3,Bills,Swipe,73.24,1.1,50
2830,876,Gold,Q1,Grocery,Swipe,443.93,6.66,120
2831,735,Blue,Q1,Entertainment,Chip,329.73,4.95,50
2832,367,Silver,Q3,Grocery,Swipe,120.24,1.8,75
2833,250,Blue,Q1,Travel,Chip,254.52,3.82,50
2834,916,Blue,Q1,Bills,Chip,206.31,3.09,50
2835,595,Blue,Q2,Grocery,Swipe,285.8,4.29,50
2836,240,Blue,Q1,Grocery,Swipe,308.23,4.62,50
2837,380,Blue,Q1,Food,Swipe,245.94,3.69,50
2838,907,Blue,Q4,Grocery,Swipe,196.57,2.95,50
2839,872,Gold,Q2,Food,Chip,394.4,5.92,120
2840,835,Blue,Q2,Food,Chip,301.72,4.53,50
2841,471,Blue,Q3,Fuel,Chip,358.98,5.38,50
2842,775,Blue,Q1,Travel,Online,561.26,8.42,50
2843,919,Blue,Q4,Bills,Swipe,421.42,6.32,50
2844,701,Blue,Q4,Food,Swipe,494.57,7.42,50
2845,455,Blue,Q2,Grocery,Chip,182.08,2.73,50
2846,366,Blue,Q1,Food,Chip,148.42,2.23,50
2847,290,Blue,Q4,Food,Swipe,419.22,6.29,50
2848,874,Silver,Q3,Food,Swipe,710.77,10.66,75
2849,403,Blue,Q1,Entertainment,Chip,609.19,9.14,50
2850,58,Blue,Q1,Entertainment,Swipe,208.95,3.13,50
2851,521,Silver,Q1,Entertainment,Swipe,1006.59,15.1,75
2852,304,Platinum,Q4,Entertainment,Chip,393.56,5.9,200
2853,115,Silver,Q2,Fuel,Online,92.36,1.39,75
2854,210,Blue,Q2,Food,Chip,157.06,2.36,50
2855,41,Silver,Q3,Fuel,Chip,130.91,1.96,75
2856,816,Blue,Q4,Grocery,Swipe,150.51,2.26,50
2857,173,Blue,Q1,Travel,Chip,235.39,3.53,50
2858,234,Gold,Q3,Bills,Swipe,42.46,0.64,120
2859,793,Blue,Q3,Fuel,Online,123.75,1.86,50
2860,884,Platinum,Q2,Entertainment,Swipe,618.22,9.27,200
2861,590,Silver,Q1,Entertainment,Chip,562.24,8.43,75
2862,620,Silver,Q1,Grocery,Chip,566.76,8.5,75
2863,793,Silver,Q4,Food,Swipe,343.98,5.16,75
2864,403,Blue,Q4,Bills,Online,370.71,5.56,50
2865,39,Blue,Q4,Fuel,Swipe,267.59,4.01,50
2866,119,Gold,Q3,Food,Swipe,8.99,0.13,120
2867,335,Silver,Q1,Food,Swipe,92.32,1.38,75
2868,336,Gold,Q2,Travel,Chip,95.16,1.43,120
2869,539,Gold,Q3,Travel,Chip,366.58,5.5,120
2870,616,Platinum,Q3,Fuel,Swipe,776.68,11.65,200
2871,74,Silver,Q2,Fuel,Swipe,433.85,6.51,75
2872,191,Blue,Q2,Fuel,Chip,614.33,9.21,50
2873,324,Blue,Q4,Fuel,Swipe,453.14,6.8,50
2874,147,Silver,Q2,Entertainment,Swipe,156.48,2.35,75
2875,767,Blue,Q2,Food,Swipe,240.27,3.6,50
2876,284,Blue,Q2,Food,Chip,235.47,3.53,50
2877,213,Blue,Q2,Entertainment,Swipe,127.74,1.92,50
2878,635,Gold,Q4,Food,Swipe,362.2,5.43,120
2879,718,Gold,Q3,Fuel,Online,622.43,9.34,120
2880,929,Silver,Q1,Bills,Swipe,301.82,4.53,75
2881,752,Blue,Q1,Travel,Swipe,441.94,6.63,50
2882,394,Silver,Q3,Travel,Swipe,128.03,1.92,75
2883,339,Silver,Q1,Food,Online,182.43,2.74,75
2884,798,Blue,Q1,Bills,Chip,234.46,3.52,50
2885,22,Blue,Q3,Travel,Swipe,224.64,3.37,50
2886,771,Blue,Q1,Bills,Chip,359.32,5.39,50
2887,869,Blue,Q1,Entertainment,Swipe,127.83,1.92,50
2888,105,Silver,Q3,Grocery,Online,108.36,1.63,75
2889,466,Blue,Q1,Food,Swipe,123.91,1.86,50
2890,459,Platinum,Q2,Entertainment,Chip,497.38,7.46,200
2891,432,Blue,Q3,Entertainment,Swipe,365.79,5.49,50
2892,770,Blue,Q4,Bills,Swipe,138.04,2.07,50
2893,716,Blue,Q1,Food,Chip,49.13,0.74,50
2894,822,Blue,Q4,Entertainment,Swipe,229.13,3.44,50
2895,774,Blue,Q1,Fuel,Chip,224.94,3.37,50
